Name, mfcc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,spec_centroid,-,-,-,-,-,-,spec_bandwidth,-,-,-,-,-,-,spec_contrast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,spec_flatness,-,-,-,-,-,-,rolloff,-,-,-,-,-,-,rms,-,-,-,-,-,-,f0,-,-,-,-,-,-,zero_crossing_rate,-,-,-,-,-,-
MT0034125967.mp3,0.632787,0.764051,0.777938,0.877877,0.651557,0.803716,0.000000,0.891379,0.766738,0.768685,0.801630,0.891742,1.000000,0.748158,0.750084,0.767590,0.768079,0.787994,0.749303,0.827213,0.689179,0.815719,0.766934,0.767767,0.783942,0.815604,0.864956,0.758999,0.769245,0.766398,0.770145,0.781511,0.769351,0.813448,0.707822,0.775502,0.766296,0.768729,0.780151,0.777048,0.813795,0.721843,0.760008,0.765868,0.768926,0.781613,0.762932,0.790194,0.691081,0.770612,0.766427,0.768412,0.779115,0.771556,0.802793,0.719168,0.752147,0.767163,0.767467,0.778293,0.752272,0.792703,0.712859,0.767611,0.767077,0.767777,0.778152,0.767095,0.809995,0.726796,0.759980,0.767344,0.767897,0.776961,0.759341,0.794357,0.718812,0.771014,0.767119,0.767275,0.777670,0.771314,0.803909,0.737813,0.763915,0.767166,0.767144,0.776928,0.763809,0.801940,0.735080,0.428882,0.000000,0.000189,0.120455,0.414035,1.000000,0.183374,0.704822,0.000084,0.000000,0.106327,0.706291,1.000000,0.387950,0.460061,0.008367,0.008755,0.097708,0.449746,0.887651,0.173268,0.326544,0.006571,0.009584,0.085379,0.319949,0.710514,0.086994,0.396757,0.007488,0.019020,0.083646,0.389243,0.896727,0.159073,0.378012,0.001972,0.000000,0.067176,0.373531,0.664069,0.168266,0.379885,0.008745,0.018108,0.060696,0.372720,0.695057,0.216443,0.418084,0.009850,0.003966,0.077224,0.406976,0.745112,0.257738,0.741905,0.000530,0.004262,0.056482,0.738766,1.000000,0.535008,0.003709,0.351333,1.000000,0.004647,0.001983,0.033229,0.000000,0.542934,0.000097,0.000000,0.148257,0.528305,1.000000,0.174855,0.891109,0.000000,0.446917,0.804848,0.900637,1.000000,0.747650,0.010955,0.000000,0.019144,0.044293,0.005379,1.000000,0.000735,0.013759,0.262585,1.000000,0.004670,0.012966,0.068757,0.000000
MT0002794078.mp3,0.507181,0.772199,0.785631,0.856368,0.522131,0.648410,0.000000,0.932765,0.773832,0.781529,0.797940,0.934022,1.000000,0.775181,0.715401,0.775764,0.776038,0.796263,0.713660,0.807261,0.657062,0.833439,0.773717,0.778522,0.790992,0.835371,0.873580,0.762371,0.743164,0.775694,0.775415,0.790315,0.742247,0.794864,0.698979,0.795603,0.775064,0.775581,0.789452,0.795798,0.838796,0.739860,0.743852,0.775687,0.776346,0.789475,0.743026,0.799849,0.690016,0.776439,0.775364,0.775042,0.791257,0.776160,0.837895,0.734995,0.755102,0.775908,0.776629,0.788208,0.754304,0.822400,0.721069,0.785451,0.775308,0.775836,0.789204,0.785211,0.835000,0.738470,0.767420,0.774693,0.775589,0.789037,0.767990,0.804030,0.711690,0.779001,0.775260,0.775232,0.786971,0.779176,0.823335,0.741866,0.777655,0.775063,0.775702,0.785396,0.777995,0.810273,0.739918,0.668680,0.000000,0.000347,0.101651,0.668699,1.000000,0.263618,0.667711,0.000000,0.000176,0.056911,0.667428,1.000000,0.505324,0.309502,0.042035,0.039950,0.108988,0.300775,0.668828,0.123071,0.278142,0.046535,0.048178,0.107913,0.267592,0.631042,0.100273,0.367659,0.040045,0.033453,0.112217,0.361186,0.657206,0.163620,0.360862,0.050270,0.056582,0.106705,0.349099,0.698473,0.208570,0.416493,0.045148,0.035627,0.118772,0.402347,0.705425,0.212206,0.505923,0.038598,0.027508,0.151327,0.506492,0.947801,0.259287,0.839883,0.000000,0.176390,0.101346,0.848354,1.000000,0.306998,0.000001,0.030496,1.000000,0.000003,0.000001,0.000089,0.000000,0.653819,0.000000,0.000186,0.087377,0.654386,1.000000,0.289474,0.007261,0.177035,1.000000,0.003195,0.007134,0.029889,0.000000,0.020666,0.000000,0.034616,0.041819,0.011260,1.000000,0.000323,0.405406,0.493727,0.089712,0.034517,0.403727,1.000000,0.000000
MT0028648077.mp3,0.568220,0.745419,0.758860,0.823638,0.577728,0.746881,0.000000,0.936607,0.747125,0.750821,0.774684,0.936073,1.000000,0.747933,0.681956,0.747468,0.748371,0.774276,0.684707,0.767798,0.586112,0.822564,0.747293,0.750482,0.765364,0.823662,0.891513,0.743779,0.720697,0.747638,0.747800,0.768831,0.721780,0.773256,0.642337,0.771721,0.747370,0.748567,0.767661,0.773816,0.830905,0.695923,0.731246,0.748031,0.747850,0.765575,0.730759,0.788150,0.681910,0.757578,0.748081,0.748169,0.760867,0.757878,0.800863,0.720594,0.722197,0.747830,0.747504,0.762976,0.721885,0.769454,0.677286,0.766852,0.748379,0.747497,0.764582,0.766012,0.818750,0.731185,0.739219,0.747652,0.749176,0.760409,0.739591,0.783772,0.682143,0.732647,0.747473,0.749469,0.759367,0.733458,0.779957,0.684930,0.754309,0.748763,0.748344,0.759717,0.752671,0.798039,0.728397,0.414769,0.000000,0.000330,0.109790,0.420292,1.000000,0.177242,0.548884,0.000000,0.000676,0.096506,0.533495,1.000000,0.367621,0.395695,0.035469,0.052435,0.110592,0.384829,0.888960,0.142840,0.244906,0.030921,0.031182,0.079495,0.238245,0.540780,0.116009,0.344325,0.028650,0.027181,0.090798,0.338462,0.644753,0.156885,0.345350,0.028947,0.025564,0.084020,0.340272,0.598340,0.199736,0.378076,0.029347,0.022005,0.089761,0.369962,0.609330,0.210124,0.490943,0.026150,0.017471,0.143185,0.478272,0.988107,0.230665,0.779503,0.000000,0.080543,0.102537,0.792022,1.000000,0.280721,0.000001,0.046880,1.000000,0.000002,0.000001,0.000058,0.000000,0.470354,0.000000,0.000467,0.113111,0.475821,1.000000,0.189640,0.583476,1.000000,0.000000,0.458012,0.569936,0.877868,0.359085,0.028028,0.000000,0.005113,0.081743,0.009268,1.000000,0.001271,0.069313,0.835198,1.000000,0.020628,0.060312,0.240856,0.000000
MT0010501618.mp3,0.600646,0.762016,0.773460,0.863768,0.627929,0.764403,0.000000,0.912683,0.764373,0.766797,0.792487,0.914157,1.000000,0.765303,0.726908,0.765837,0.766371,0.785262,0.725351,0.815399,0.674435,0.861586,0.764304,0.766510,0.788056,0.863208,0.934817,0.765288,0.731777,0.765272,0.764423,0.786537,0.730908,0.798001,0.673054,0.819715,0.763974,0.766197,0.779442,0.821344,0.856876,0.754010,0.732903,0.766205,0.766607,0.786863,0.729560,0.814668,0.682030,0.810535,0.764271,0.765060,0.779164,0.811196,0.843431,0.764680,0.741616,0.765132,0.765730,0.779739,0.740929,0.788274,0.683570,0.782851,0.764266,0.764329,0.782234,0.785833,0.829285,0.734650,0.765963,0.765660,0.765602,0.775003,0.765506,0.801789,0.738437,0.777425,0.764839,0.765243,0.773304,0.777466,0.805040,0.747723,0.778054,0.765584,0.765306,0.774994,0.777177,0.812916,0.751912,0.573950,0.000000,0.000008,0.148263,0.579400,1.000000,0.144724,0.757654,0.000000,0.000565,0.095241,0.773994,1.000000,0.412432,0.372602,0.047214,0.082882,0.112149,0.359702,0.847000,0.179359,0.253789,0.037375,0.042452,0.090940,0.246566,0.554886,0.106063,0.322247,0.029207,0.028269,0.092263,0.318032,0.606745,0.141930,0.340688,0.034844,0.029301,0.096046,0.332138,0.604184,0.180257,0.326320,0.034236,0.028856,0.083560,0.321756,0.538326,0.199125,0.355608,0.037674,0.031763,0.087311,0.345356,0.602161,0.233559,0.849681,0.000000,0.083088,0.106512,0.870317,1.000000,0.299832,0.000004,0.053729,1.000000,0.000007,0.000002,0.000155,0.000000,0.708712,0.000000,0.000215,0.153234,0.758651,1.000000,0.139478,0.287503,1.000000,0.237470,0.138427,0.270572,0.663928,0.000000,0.018396,0.000000,0.004835,0.086326,0.004023,1.000000,0.001279,0.161709,1.000000,0.850663,0.075995,0.148210,0.488305,0.000000
MT0004683099.mp3,0.712669,0.795620,0.813803,0.903146,0.734151,0.867877,0.000000,0.900253,0.798810,0.802679,0.826381,0.901103,1.000000,0.782896,0.793311,0.799698,0.800299,0.822061,0.792552,0.884905,0.724913,0.844504,0.798741,0.799354,0.816479,0.846116,0.888031,0.782619,0.811415,0.799407,0.799514,0.812090,0.810970,0.861735,0.768605,0.818590,0.798078,0.802043,0.813472,0.820399,0.861453,0.747229,0.791611,0.799005,0.799426,0.811466,0.791936,0.831649,0.745848,0.814188,0.799409,0.799657,0.809504,0.813968,0.855715,0.784159,0.795980,0.798937,0.799913,0.810920,0.796495,0.833126,0.754777,0.807935,0.800771,0.803366,0.813163,0.805887,0.880033,0.770828,0.793243,0.797523,0.805468,0.810103,0.794216,0.819196,0.731165,0.803013,0.799211,0.799172,0.808660,0.803028,0.829671,0.775773,0.788298,0.797853,0.803136,0.809100,0.789411,0.812681,0.730235,0.412385,0.000000,0.000926,0.098598,0.404507,1.000000,0.181159,0.732199,0.000000,0.000125,0.077406,0.732726,1.000000,0.469923,0.360865,0.029579,0.040098,0.111753,0.349761,0.851453,0.126646,0.309230,0.024640,0.016240,0.096036,0.298248,0.643338,0.108707,0.367058,0.021783,0.017981,0.101016,0.360551,0.671466,0.131788,0.369395,0.022866,0.019000,0.091625,0.366387,0.647977,0.183412,0.372224,0.023622,0.014659,0.079486,0.363835,0.604037,0.200064,0.374332,0.052528,0.159700,0.104112,0.356867,1.000000,0.235902,0.708906,0.012608,0.000000,0.076685,0.712091,0.872482,0.555185,0.004122,0.280117,1.000000,0.003840,0.003295,0.029183,0.000000,0.611697,0.000000,0.000054,0.116382,0.614602,1.000000,0.259542,0.811464,0.000000,1.000000,0.728691,0.820537,0.912996,0.685566,0.018767,0.000000,0.005361,0.080303,0.004266,1.000000,0.001230,0.007419,0.181524,1.000000,0.003011,0.007293,0.038991,0.000000
MT0006096934.mp3,0.654592,0.748193,0.755570,0.905924,0.689938,0.926163,0.000000,0.851628,0.749531,0.752157,0.808787,0.860378,1.000000,0.612320,0.762599,0.751135,0.751198,0.794969,0.758282,0.928568,0.618014,0.796889,0.750907,0.750092,0.785777,0.795521,0.904642,0.706596,0.762439,0.750596,0.751230,0.778299,0.763930,0.861378,0.678003,0.773061,0.750175,0.751552,0.775426,0.773521,0.834250,0.662565,0.754500,0.750676,0.751325,0.775934,0.756642,0.849916,0.660112,0.764389,0.750484,0.750112,0.771383,0.764977,0.812616,0.699239,0.741561,0.750096,0.750654,0.769957,0.743397,0.787263,0.677772,0.754950,0.750653,0.751035,0.770649,0.755067,0.813252,0.688676,0.739423,0.750289,0.751143,0.768198,0.740742,0.795184,0.674416,0.758523,0.750419,0.751430,0.765472,0.759189,0.803690,0.709267,0.746037,0.750896,0.752578,0.765000,0.746341,0.807904,0.697589,0.422433,0.000000,0.000004,0.155881,0.390868,1.000000,0.147281,0.716434,0.000000,0.000053,0.098641,0.720677,1.000000,0.411825,0.390800,0.011500,0.013667,0.113377,0.388079,0.841740,0.113685,0.355617,0.015612,0.007162,0.109514,0.343130,0.736230,0.102110,0.398102,0.016122,0.006637,0.115939,0.386678,0.844559,0.156189,0.392032,0.015910,0.006683,0.093742,0.380701,0.743858,0.174471,0.431690,0.016257,0.001235,0.095984,0.416963,0.775989,0.232629,0.413757,0.035269,0.046913,0.107081,0.383294,0.899889,0.239065,0.764121,0.013843,0.000000,0.077559,0.752846,1.000000,0.558123,0.010991,0.489805,1.000000,0.015045,0.004568,0.085259,0.000000,0.639628,0.000058,0.000000,0.162499,0.639065,1.000000,0.179991,0.332208,1.000000,0.000000,0.206009,0.303916,0.856648,0.006475,0.050355,0.000000,0.001133,0.148884,0.007459,1.000000,0.001583,0.040969,0.531914,1.000000,0.030150,0.031512,0.196806,0.000000
MT0013914319.mp3,0.381528,0.702628,0.713422,0.778721,0.394271,0.499916,0.000000,0.923310,0.702721,0.715225,0.742719,0.926911,1.000000,0.705071,0.638904,0.705670,0.705356,0.735751,0.635211,0.743139,0.572417,0.758242,0.705445,0.704750,0.740696,0.755328,0.853745,0.678583,0.741145,0.705275,0.704334,0.729208,0.741345,0.818135,0.688213,0.669223,0.704771,0.704902,0.721620,0.669633,0.706309,0.620470,0.717878,0.704497,0.704934,0.726310,0.720851,0.763117,0.653423,0.701328,0.705053,0.704314,0.724818,0.701000,0.744805,0.655896,0.690509,0.704676,0.705813,0.719441,0.691703,0.736340,0.641791,0.710611,0.704899,0.704553,0.720051,0.711118,0.749571,0.672085,0.696364,0.705435,0.704192,0.722549,0.694322,0.743523,0.660641,0.703981,0.704794,0.704864,0.716870,0.704590,0.733568,0.666963,0.704535,0.705076,0.704976,0.714813,0.704758,0.732337,0.676544,0.457449,0.000000,0.000469,0.121979,0.440239,1.000000,0.203956,0.506460,0.000000,0.000036,0.098061,0.494237,1.000000,0.310661,0.485238,0.066843,0.093875,0.156898,0.474320,1.000000,0.095938,0.338076,0.060877,0.065721,0.129449,0.335282,0.632014,0.131384,0.408907,0.063355,0.070094,0.149581,0.404489,0.874413,0.187041,0.426828,0.056994,0.052249,0.138895,0.422473,0.721025,0.158148,0.473299,0.056692,0.045127,0.152338,0.472284,0.726362,0.191052,0.801809,0.025188,0.144220,0.155878,0.811262,0.990285,0.207551,0.741218,0.000000,0.530628,0.087751,0.745710,0.786715,0.374931,0.000005,0.048341,1.000000,0.000111,0.000000,0.002308,0.000000,0.451781,0.000000,0.000094,0.118270,0.449983,1.000000,0.157974,0.933399,0.710894,0.000000,0.895758,0.934187,1.000000,0.864070,0.019724,0.000000,0.008544,0.087305,0.008943,1.000000,0.001069,0.022354,0.522625,1.000000,0.003092,0.021623,0.078586,0.000000
MT0011950450.mp3,0.607287,0.787195,0.798144,0.896659,0.629557,0.781128,0.000000,0.904631,0.788753,0.790956,0.827007,0.909228,1.000000,0.752296,0.753805,0.790547,0.789799,0.822928,0.748236,0.865900,0.683383,0.776051,0.791195,0.792208,0.817183,0.771847,0.890846,0.722234,0.756404,0.790121,0.789001,0.818778,0.753986,0.852006,0.698274,0.779745,0.790264,0.789817,0.803786,0.778603,0.831994,0.745997,0.788723,0.789286,0.789772,0.807489,0.790918,0.834837,0.735869,0.777664,0.790127,0.789480,0.802528,0.776875,0.820356,0.743966,0.765581,0.790152,0.789146,0.802715,0.764639,0.807247,0.732500,0.786383,0.789479,0.789944,0.804538,0.786862,0.831104,0.740904,0.774555,0.789944,0.789473,0.803157,0.774905,0.818282,0.737054,0.788599,0.790148,0.789771,0.800416,0.788202,0.829018,0.760837,0.778480,0.789940,0.789679,0.801051,0.778078,0.810178,0.745265,0.310035,0.000000,0.000657,0.091124,0.291485,1.000000,0.173704,0.652713,0.000000,0.000165,0.091646,0.635993,1.000000,0.434303,0.321309,0.007400,0.009528,0.099281,0.313156,0.780116,0.062039,0.277047,0.005531,0.006771,0.068849,0.272997,0.575733,0.080926,0.334367,0.003748,0.005351,0.075919,0.329013,0.696473,0.108822,0.321561,0.005630,0.005871,0.068206,0.317511,0.640802,0.151628,0.321387,0.005346,0.000000,0.051873,0.315167,0.549772,0.182852,0.356670,0.003567,0.001704,0.061054,0.354170,0.620204,0.211840,0.599999,0.015005,0.022961,0.099708,0.575140,1.000000,0.218132,0.000088,0.050243,1.000000,0.000185,0.000041,0.004398,0.000000,0.440871,0.000000,0.000078,0.135575,0.405432,1.000000,0.161235,0.844585,0.625024,0.000000,0.781306,0.844615,1.000000,0.726533,0.022619,0.000000,0.013396,0.067803,0.015036,1.000000,0.000881,0.016867,0.318566,1.000000,0.007179,0.015820,0.058101,0.000000
MT0033443279.mp3,0.575748,0.752613,0.763685,0.826328,0.578867,0.734796,0.000000,0.930811,0.753301,0.761716,0.774551,0.930957,1.000000,0.754349,0.699077,0.754444,0.753907,0.771672,0.698716,0.766299,0.649127,0.830416,0.753927,0.754237,0.774935,0.831526,0.881805,0.752220,0.709025,0.754364,0.754043,0.772667,0.709029,0.763433,0.656006,0.786048,0.753666,0.755442,0.766782,0.786950,0.819200,0.729809,0.730817,0.754176,0.753813,0.767934,0.731815,0.767990,0.689553,0.771332,0.754324,0.753918,0.768592,0.771760,0.814137,0.727643,0.735609,0.754161,0.754573,0.765358,0.735892,0.768492,0.697575,0.761377,0.754208,0.754597,0.765484,0.761391,0.798898,0.716593,0.748072,0.754179,0.754588,0.766053,0.748328,0.783452,0.707218,0.750336,0.754258,0.753937,0.766157,0.750507,0.786104,0.717398,0.750387,0.754902,0.756030,0.765632,0.750158,0.801846,0.717770,0.651378,0.000165,0.000000,0.116628,0.641084,1.000000,0.371473,0.766413,0.000000,0.000007,0.079730,0.769193,1.000000,0.510087,0.370511,0.027293,0.039055,0.102116,0.362632,0.775815,0.134130,0.285223,0.020222,0.019291,0.080248,0.283501,0.535009,0.088162,0.363839,0.017201,0.016613,0.088572,0.360960,0.623011,0.140294,0.399580,0.010382,0.012062,0.080849,0.403753,0.619123,0.186279,0.430968,0.014305,0.005934,0.094807,0.432856,0.701455,0.194479,0.461906,0.018716,0.014029,0.114741,0.458944,0.857012,0.224149,0.789981,0.000000,0.097432,0.087563,0.790164,1.000000,0.279236,0.000001,0.042872,1.000000,0.000001,0.000000,0.000038,0.000000,0.654984,0.000010,0.000000,0.112506,0.662192,1.000000,0.351255,0.773722,0.565045,0.000000,0.651038,0.773312,1.000000,0.585788,0.008273,0.000173,0.050627,0.038365,0.005098,1.000000,0.000000,0.124354,1.000000,0.721187,0.012654,0.117313,0.334304,0.000000
MT0005469880.mp3,0.621800,0.786976,0.795707,0.920621,0.653816,0.829594,0.000000,0.917227,0.789399,0.790148,0.819153,0.915615,1.000000,0.789557,0.790744,0.789975,0.790258,0.809685,0.789883,0.862835,0.729089,0.821340,0.788966,0.790463,0.807765,0.822444,0.872154,0.742096,0.790433,0.789152,0.790329,0.808949,0.791519,0.853845,0.720619,0.802468,0.789614,0.789596,0.802410,0.802021,0.844138,0.758090,0.776890,0.788695,0.790205,0.803786,0.778125,0.809527,0.723170,0.788978,0.789564,0.789620,0.799714,0.789065,0.822247,0.754710,0.778732,0.789537,0.789416,0.800507,0.778757,0.819551,0.741004,0.795552,0.789858,0.790163,0.799985,0.795131,0.835104,0.761287,0.784911,0.790111,0.790116,0.801780,0.784022,0.836942,0.753431,0.794675,0.789690,0.789928,0.799179,0.794548,0.832473,0.760822,0.780724,0.790023,0.790693,0.799872,0.779997,0.815940,0.746097,0.539200,0.000066,0.000000,0.137098,0.532147,1.000000,0.191314,0.718485,0.000000,0.000033,0.098061,0.719647,1.000000,0.386178,0.439982,0.031678,0.043134,0.125339,0.432805,1.000000,0.058458,0.320031,0.030857,0.031566,0.102967,0.311299,0.683190,0.103575,0.395118,0.024077,0.013444,0.111866,0.392859,0.706025,0.149024,0.388454,0.030317,0.021596,0.099230,0.378777,0.695250,0.203315,0.401021,0.035297,0.034886,0.097518,0.387212,0.736792,0.219007,0.383453,0.048988,0.076779,0.099461,0.361071,0.880115,0.248422,0.728832,0.022002,0.000000,0.091705,0.724247,0.926949,0.548883,0.004868,0.404568,1.000000,0.005615,0.002822,0.034296,0.000000,0.609166,0.000036,0.000000,0.157465,0.607483,1.000000,0.155766,0.554724,1.000000,0.000000,0.471450,0.549123,0.835837,0.373575,0.009482,0.000000,0.028190,0.050330,0.004840,1.000000,0.000329,0.070007,0.751928,1.000000,0.015681,0.065015,0.226908,0.000000
MT0012041920.mp3,0.697814,0.797340,0.813739,0.898435,0.713804,0.873720,0.000000,0.908956,0.800517,0.800529,0.832660,0.906023,1.000000,0.800364,0.785479,0.799608,0.800856,0.825195,0.787797,0.843483,0.686482,0.842992,0.800447,0.800564,0.820926,0.843023,0.902024,0.776905,0.805158,0.800638,0.800517,0.819147,0.804642,0.870119,0.744065,0.820035,0.799985,0.801314,0.812802,0.820565,0.863754,0.774774,0.789271,0.800604,0.800738,0.813772,0.788430,0.838405,0.748468,0.814684,0.800774,0.801695,0.812245,0.813846,0.858523,0.773249,0.790985,0.800280,0.800888,0.811498,0.791324,0.826671,0.755840,0.800653,0.800274,0.800974,0.811702,0.801047,0.837898,0.757216,0.796248,0.800691,0.801490,0.810505,0.795773,0.836502,0.758051,0.802111,0.800856,0.800600,0.809743,0.801284,0.835287,0.774245,0.791652,0.799624,0.801147,0.810909,0.792693,0.822542,0.745889,0.495806,0.000028,0.000000,0.107786,0.492098,1.000000,0.243095,0.734081,0.000146,0.000000,0.093892,0.745292,1.000000,0.487389,0.379102,0.014208,0.009518,0.093864,0.369795,0.699332,0.135336,0.356158,0.023594,0.041682,0.102379,0.346255,0.832888,0.117319,0.400944,0.019294,0.019011,0.107057,0.390397,0.816375,0.179636,0.393904,0.015654,0.005456,0.092291,0.383432,0.693620,0.189975,0.420772,0.014146,0.000701,0.087034,0.410216,0.742678,0.243637,0.411962,0.022952,0.009324,0.097744,0.387131,0.802640,0.257359,0.814671,0.000804,0.000000,0.061755,0.817596,1.000000,0.643275,0.010340,0.519239,1.000000,0.010427,0.006009,0.072568,0.000000,0.634152,0.000054,0.000000,0.135997,0.653682,1.000000,0.299808,0.805246,0.299121,0.000000,0.682149,0.812297,1.000000,0.605815,0.011916,0.000000,0.021591,0.044980,0.004722,1.000000,0.000630,0.028420,0.317382,1.000000,0.000806,0.026825,0.113465,0.000000
MT0009729892.mp3,0.644209,0.798468,0.812022,0.900762,0.661091,0.842339,0.000000,0.902723,0.801881,0.802792,0.825530,0.900846,1.000000,0.801340,0.822362,0.800432,0.802810,0.831968,0.821679,0.889615,0.694291,0.838566,0.801432,0.801350,0.813896,0.838393,0.887862,0.801173,0.812484,0.801171,0.801227,0.809823,0.812747,0.837712,0.784629,0.806807,0.800799,0.801582,0.811232,0.807521,0.832159,0.768671,0.806323,0.801071,0.802008,0.809683,0.806590,0.832436,0.773912,0.805298,0.800759,0.802070,0.810881,0.806062,0.830243,0.760203,0.793504,0.801125,0.801020,0.810370,0.793775,0.820967,0.767686,0.809590,0.800746,0.803811,0.812040,0.809957,0.846334,0.752882,0.802608,0.802194,0.803463,0.810574,0.802245,0.848433,0.777023,0.810283,0.802171,0.803215,0.811905,0.809623,0.862667,0.781156,0.803125,0.801443,0.804158,0.811256,0.803030,0.842753,0.755800,0.640991,0.000000,0.000126,0.106877,0.649160,1.000000,0.280578,0.805116,0.000000,0.000572,0.097828,0.812414,1.000000,0.456713,0.384559,0.019333,0.016981,0.101550,0.380456,0.753353,0.135415,0.376701,0.022199,0.019980,0.116217,0.369717,0.782045,0.106932,0.446020,0.022029,0.015394,0.110263,0.436851,0.808840,0.209078,0.481974,0.019454,0.000000,0.119361,0.469777,0.834240,0.230454,0.496970,0.021693,0.000679,0.121994,0.481463,0.856613,0.258255,0.462916,0.040424,0.052040,0.123583,0.428239,0.954361,0.290596,0.733418,0.034795,0.099128,0.051499,0.729563,1.000000,0.624780,0.006543,0.385761,1.000000,0.004855,0.005398,0.040215,0.000000,0.722296,0.000000,0.000096,0.136950,0.736800,1.000000,0.266885,0.131693,0.694991,1.000000,0.058575,0.123742,0.380263,0.000000,0.010103,0.000227,0.061044,0.030422,0.005561,1.000000,0.000000,0.661962,0.611186,0.000000,0.472379,0.661316,1.000000,0.435527
MT0006996768.mp3,0.594167,0.778484,0.785595,0.907321,0.626532,0.786030,0.000000,0.923347,0.780064,0.781862,0.812483,0.925198,1.000000,0.780804,0.736379,0.781956,0.784457,0.801810,0.733474,0.825939,0.645176,0.815705,0.779627,0.782408,0.800918,0.819192,0.864636,0.730829,0.762612,0.780443,0.781289,0.794258,0.763491,0.802430,0.709596,0.790149,0.779721,0.784917,0.794198,0.790602,0.827673,0.715839,0.754349,0.781092,0.782574,0.793297,0.753387,0.797502,0.702707,0.785695,0.779968,0.782017,0.791716,0.786427,0.818577,0.742432,0.761916,0.781348,0.781873,0.791559,0.760958,0.802858,0.724160,0.795598,0.780058,0.782670,0.792573,0.796230,0.835420,0.740819,0.760281,0.782533,0.787723,0.793630,0.759359,0.833881,0.718809,0.790411,0.782082,0.784378,0.793950,0.789035,0.858294,0.755782,0.755506,0.782114,0.782648,0.794745,0.753367,0.808736,0.720846,0.506063,0.000126,0.000288,0.109314,0.489839,1.000000,0.000000,0.656747,0.000000,0.001546,0.088169,0.651939,1.000000,0.000041,0.467908,0.096244,0.131922,0.174565,0.459579,0.988966,0.130266,0.360797,0.090710,0.091712,0.155134,0.352334,0.702673,0.178406,0.398405,0.089737,0.101017,0.153453,0.393371,0.855716,0.127099,0.440421,0.085027,0.086163,0.135853,0.437429,0.685364,0.227256,0.428009,0.091990,0.098536,0.138663,0.421438,0.734071,0.272359,0.487755,0.099038,0.102220,0.179255,0.469121,0.910271,0.292850,0.842584,0.000000,1.000000,0.122580,0.845399,0.972795,0.292850,0.000022,0.048974,1.000000,0.000116,0.000013,0.002427,0.000000,0.516353,0.000056,0.000092,0.124211,0.507115,1.000000,0.000000,0.656207,0.776440,0.000000,0.556983,0.657761,1.000000,0.453069,0.015008,0.000000,0.016799,0.066900,0.006957,1.000000,0.000722,0.315662,1.000000,0.840934,0.088315,0.307924,0.637569,0.000000
MT0001189913.mp3,0.563443,0.767628,0.776570,0.854381,0.578966,0.731662,0.000000,0.890509,0.769267,0.771698,0.802987,0.888554,1.000000,0.750735,0.764317,0.769594,0.769275,0.795883,0.764203,0.841904,0.686443,0.793733,0.770078,0.769656,0.790953,0.793146,0.856323,0.739854,0.776625,0.769500,0.770189,0.788169,0.776722,0.836127,0.707566,0.785683,0.768864,0.771587,0.786280,0.786483,0.847504,0.708543,0.763793,0.769923,0.769528,0.782108,0.762648,0.803284,0.722317,0.773830,0.769748,0.769807,0.781647,0.773734,0.817336,0.729275,0.757295,0.768830,0.770096,0.783628,0.759114,0.794293,0.706082,0.777527,0.769395,0.769851,0.783308,0.778737,0.826450,0.733808,0.757781,0.769372,0.768848,0.784101,0.758388,0.794328,0.710972,0.775113,0.769802,0.770427,0.782167,0.775212,0.825447,0.739652,0.763394,0.769716,0.769466,0.779711,0.762924,0.796333,0.734485,0.406702,0.000000,0.000472,0.119134,0.398123,1.000000,0.129263,0.729034,0.000207,0.000000,0.117942,0.722524,1.000000,0.404194,0.387234,0.022149,0.041554,0.106578,0.378063,1.000000,0.158765,0.311795,0.016527,0.016240,0.086841,0.303844,0.648965,0.109407,0.404862,0.006805,0.001323,0.103957,0.405759,0.744138,0.149058,0.352041,0.014766,0.004494,0.092629,0.344118,0.666723,0.155752,0.375935,0.017549,0.003324,0.081040,0.367338,0.607769,0.226420,0.398936,0.024911,0.019053,0.116844,0.377770,0.822403,0.211038,0.653165,0.011784,0.000000,0.068218,0.651640,0.832256,0.504951,0.001039,0.199145,1.000000,0.001809,0.000411,0.015165,0.000000,0.570703,0.000077,0.000000,0.178663,0.553514,1.000000,0.128172,0.642273,1.000000,0.000000,0.573666,0.636853,0.795218,0.519703,0.015294,0.000000,0.011492,0.055798,0.007094,1.000000,0.000955,0.005421,0.198841,1.000000,0.002515,0.004584,0.033201,0.000000
